ADAM_ID,NAME,LONG_CONTENT_NOTE,SHORT_CONTENT_NOTE,NAME,WM_CONCAT(C.COUNTRY_CODE_ISO2A),START_DATE,SHORT_CONTENT_NOTE,LONG_CONTENT_NOTE
976447234,Sittin' and Cryin',不論您正為何事而傷神，本歌單的精選藍調歌曲都可伴您度過慘淡難熬的時光，用音樂為你注滿能量。,不論您正為何事而傷神，本歌單的精選藍調歌曲都可伴您度過慘淡難熬的時光，用音樂為你注滿能量。,zh-Hant,,30-Apr-15,,
976447235,Callin' Me Home: New Sounds of Americana,傳統的鄉村音樂到了 1990 年代發展出另類鄉村之後，有了更多元的表現方式。受到 The Carter Family 和 Waylon Jennings 等上一代的音 樂人影響，新一代的美國民俗音樂人，如 First Aid Kit 和 Jamestown Revival 等，融合了獨立以及另類音樂曲風，讓他們不再只局限於鄉 村音樂的領域。本歌單收錄了一眾新生代音樂人為草根音樂注入新活力的歌曲，改變你對鄉村音樂的了解。,不少新一代音樂勢力為美國民俗音樂注入活力，展現此傳統音樂類型的全新一面。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447236,Summer 2014: Indie Essentials,本歌單集結了 Fickle Friends、Fear of Men、Hamilton Leithauser 及 White Sea 等獨立音樂人，他們在 2014 年分別推出了全新專輯及單 曲，音樂風格包羅了夢幻流行、獨立流行等類型。也許，你對當中某些音樂人並不熟識，但何妨給他們一個機會？,就讓 2014 年的獨立音樂好聲音，成為你往後每個夏天的配樂。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447241,Lust for Life,集結流行樂界的知名搖滾樂團與歌王歌后，以充滿力量的歌聲讚頌生命中各種美好的人與事，包括愛情、友情、家人、事業和音樂等。扣人心 弦的韻律與感動人心的歌詞燃起人們對未來的希望。,跨時代的經典歌曲激起你對生命最誠摯的熱愛。,zh-Hant,"HK,MO,TW",28-Jun-15,,
976447242,Behind the Boards: The Neptunes,Pharrell Williams 和 Chad Hugo 曾組過 R&B 樂團，而在 1992 年正式攜手合作並用從前樂團的名字 The Neptunes 命名。他們第一張完整 製作的專輯是 Kelis 的首張專輯《Kaleidoscope》，打響她的歌唱事業。Justin Timberlake 單飛的第一張專輯《Justified》，則在 2004 年葛萊美獎奪得《Best Pop Vocal Album》，兩人也奪得《年度製作人獎》。直至 2010 年，他們有 24 首歌打進排行榜流行單曲前十大。,從嘻哈出發帶領流行，征服廣大樂迷的強勢製作二人組,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447244,Dancing On My Own,雖說獨樂樂不如眾樂樂，但是跳舞也不一定要一群人在舞池中心跳才過癮，一個人在旁邊悄悄獨舞自 high 其實也不錯！學習考試工作老闆男 友女友等煩惱統統拋諸腦後，反正現在就讓音樂引領心情，馬上開始一人派對！,當你傷心的時候，輕輕隨著音樂搖擺身體，也許能把心中的負能量掃走。,zh-Hant,"HK,MO,TW",23-Jun-15,,
976447245,Joey Santiago's Favorite Sad Songs,獨立搖滾樂迷鍾愛的 Pixies 樂團曾經創出不少搖滾精品，本歌單就找來該團的吉他手 Joey Santiago 充當唱片騎師，為傷心的人挑選悲歌。 不是要鼓勵人繼續沉淪，而是要透過 Beck、Neil Young、The Rolling Stones 等人 的歌聲，去撫慰受傷的心靈。,聽著吉他手 Joey Santiago 喜歡聽的悲歌，回憶逝去的感情，治癒受傷的心靈。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447251,When Irish Eyes Are Smiling,儘管全球化盛行，愛爾蘭傳統音樂仍然保留並傳唱著。喜愛吟唱的愛爾蘭民族，利用小提琴、風笛、號管、錫口琴、豎笛、豎琴等，有時加上 民謠吉他，創造出節奏輕快的歌曲。愛爾蘭的傳統音樂也帶給美國鄉村音樂、草根音樂、現代搖滾一定影響。唱著這些快樂歌曲時，正如那首 被翻唱近百年的名曲──愛爾蘭的眼睛在微笑。,即使時移世易，愛爾蘭的傳統音樂至今仍活躍且活力充沛，對美國鄉村音樂留下影響。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447255,Independence Day Pop,聯合來自美國的熱銷女子團體、流行歌后、R&B 創作天王和搖滾名團等美國流行樂壇的驕傲，以一連串振奮人心、熱血澎湃的流行好歌，大聲 讚頌屬於美國、來自美國以及關於美國的一切美好事物。用音樂為美利堅合眾國以及其不朽的獨立精神喝采。,美國獨立紀念日，一定要有美國天王天后級歌星助陣！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447256,Country Drinkin' Songs (The Sad Ones),說到鄉村音樂，以酒為主題的歌曲不勝枚舉。其中不乏適合失意和心碎時聆聽的飲酒歌，齊來聽聽 George Jones、Willie Nelson、Vern Gosd in 和 Merle Haggard 等重量級人物如何用感性的嗓音唱出不完美的結局。,人生不如意事十常八九，這裡永遠有一首接一首的傷心鄉村飲酒歌陪伴著你。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447258,It's Complicated,擁有驚人才華的 Amy Winehouse、英國女伶 Emeli Sande、都會靈魂創作才子 John Legend 等歌手輪番獻唱心碎歌曲，透過他們極具感染力的 動人歌聲，宣洩你的情緒，修補受傷的心，並從中獲得重新站起來的力量。,當愛消失之後，音樂將會是你的療傷解藥。讓這些失戀歌曲陪伴你度過憂鬱時光。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447259,Feeling Blue Under the Blue Skies,有什麼比強顏歡笑更令人沮喪？選一張讓你能安心療傷的歌單吧。在 Christina Perri 的獨特嗓音以及 Ray LaMontagne 的緩聲低吟裡尋找安 慰，在 Rixton 及 Justin Timberlake 的節奏中尋回心跳的感覺。灰色的心情，也跟著晴朗起來。,當晴天也無法掃走你的憂鬱時，這張歌單或許能撫慰你的心情。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447261,Motown: Breakup Songs,流行音樂有種神秘的力量，總在你最不經意的時刻，牽動你最微小的情緒，即使是最神經大條的人也在流行音樂中尋找慰藉。摩城唱片旗下的 歌手曾唱出不少失戀情歌經典，為情場失意的人療傷。摩城之王 Smokey Robinson 和 The Miracles 總是為樂迷帶來驚喜，而 The Four Tops 和 The Supremes 的分手歌曲也是非一般的催淚。在這個分手音樂選輯裡，好好治癒情傷吧。,摩城唱片的歌手曾唱出什麼分手心情呢？,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447269,Jukebox Hits: Sad Songs,不是說要顧影自憐，也不是說要搖尾乞憐，但是七情六慾悲喜有時，失戀後感到悲傷不快也是正常的。本歌單輯錄了 Amy Winehouse、R.E.M. 、巴布狄倫等有關傷感失意的歌曲，不要壓抑了，讓這些歌聲跟哭聲交織在一起吧。,要麻醉抑鬱，不必用到酒精，就讓悲歌讓自己忘情！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447271,Mas Vale Solos,無論雙方最初多麼愛對方，隨著時間消逝，熱情難免會冷卻下來，你和他或她所追求的東西也愈來愈不同。這個時候雙方最好和平分開，然後 各自上路。讓這些歌曲幫你療療傷吧！,剛剛失戀嗎？沒關係！聽過這張歌單，你便會找到勇氣重新上路。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447274,Ramshackle Indie,重重覆覆，營營役役，有時候你可能會覺得人生失焦了，無力感幾乎令你喘不過氣。此時的你需要將一個小時獻給 The War On Drugs、Girls 、Beach Fossils、Kurt Vile 等獨立音樂人，讓他們用歌曲為你的心情換一個調子。,感覺軟弱無力，毫無頭緒？就讓本歌單精選的獨立好歌給你一個新方向。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447279,My Man's Done Left Me,每個偉大的爵士樂手都曾唱過一些關於失戀的歌曲，將無奈、心痛、悲傷等情緒都寄託於歌詞之中。透過傳奇爵士女伶 Billie Holiday 和 Sa rah Vaughan 等人的歌聲，聆聽失戀的故事，並從中重新獲得力量。,當戀情結束，就用一杯酒、一首歌來療傷吧。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447290,Kiss and Say Goodbye,人們說「相愛容易分手難」，與曾經深愛的戀人分開時，記憶中熱戀的畫面與殘存的柔情叫人欲斷難斷。美國 R&B 團體 The Manhattans、實 力派唱將 Kelly Clarkson、英國搖滾樂團 Blur 等人以直入人心的歌詞與深情真摯的演唱，細膩捕捉這些複雜糾結的情緒，娓娓道來一個個催 淚的分手故事。,在一段戀情中，當雙方都知道「是時候了」，就算依戀還是必須離開⋯⋯,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447291,Summertime Classics,無論何時何地，只要加點心思，為生活設計主題曲，日子就會精彩起來。夏日生活的主題曲有哪幾首呢？且聽本歌單娓娓唱來，爽朗歡快的、 火辣性感的，一應俱全。Beyoncé、2Pac、TLC 等人的金曲，全都是經典中的經典，一起走進熱力四射的 R&B 與嘻哈國度。,實力派唱將為你唱出專屬夏天的 R&B 和嘻哈歌曲。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447292,Live at the BBQ,舉辦燒烤派對時，好的音樂能為你的派對氣氛加分，這張歌單絕對能滿足這個需求！,舉辦燒烤派對時，好的音樂能為你的派對氣氛加分，這張歌單絕對能滿足這個需求！,zh-Hant,"HK,MO,TW",28-Jun-15,,
976447295,For a Rainy Night,本歌單精心搜羅近幾年西洋流行樂壇備受矚目的好聲音。實力堅強、風格獨特的明日巨星們，頂著無可比擬的迷人聲音、充滿清新活力的律動 與流暢的美麗旋律，在嘀嗒雨聲陪襯之下，為你獻上最美的音樂。,雨不停歇的夜晚，除了聽著滴滴答答的雨聲發呆之外，你有更好的選擇。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447296,Women of the Blues,自 20 年代起，女歌手在藍調音樂中就飾演著重要的角色。至今樂壇中誕生了無數實力派女唱匠，甚至影響著搖滾樂、靈魂樂以及 R&B 的發展 。本歌單精選了其中最知名、最具有爆發力的藍調女歌手作品，為你準備一場聽覺饗宴。,史上最強藍調女歌手通通集合，以充滿生命力的歌聲，帶給您最感性的聽覺饗宴。,zh-Hant,,30-Apr-15,,
976447302,Love Stinks,分手很痛，寂寞更是難耐。人生的歷練或許能教曉你該如何渡過情關，在此之前先讓 The J. Geils Band、The Rolling Stones 等一眾搖滾音 樂人用歌聲唱出你的心聲、引發你的眼淚，同時治癒的你傷口，在不知不覺中伴你走出失戀的陰霾。,讓這些催人淚下的歌聲療癒你的情傷。,zh-Hant,"HK,MO,TW",27-Jun-15,,
976447308,I Would Be Sad: Americana Breakup Songs,失戀的時候，如果無法立即擺脫難過的情緒，那不妨用音樂把它沖淡。The Avett Brothers、Mumford & Sons、Secret Sisters 等樂隊，都用 美國民俗歌曲述說著分手前的拉扯、曲折，失戀後的難過與煎熬，聽聽這些故事，就會覺得自己並不孤單。,在愛情消失之後，獨處的時間變得漫長而沉重，就讓美國民俗音樂陪伴你度過難熬的失戀時光。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447309,Angry Alt Break-Up Songs,失戀的傷痛，這些另類搖滾音樂人感同身受。就讓 Nine Inch Nails 和 Bullet for My Valentine 的分手歌曲，幫你一洩心頭之恨。跟著盡 情唱、盡情叫、盡情哭吧！,失戀不一定要聽芭樂歌，聽聽另類搖滾反而更能洩憤！,zh-Hant,"HK,MO,TW",24-Jun-15,,
976447312,Gettin' Saucy at the Psychobilly BBQ,周日午後，呼朋喚友，請將音量放到最大！烤肉香氣四溢，音箱播著的該是 Psychobilly、Cow Punk 這類龐克吧。盡情地吃，盡情地飆，盡情 地唱吧！就讓 Social Distortion、Mojo Nixon、Dwarves 嗨爆的龐克好歌炒熱氣氛！,啤酒有了，爐火也透好，牛排當然不缺，還要什麼？就是無間斷的龐克好歌！,zh-Hant,"HK,MO,TW",28-Jun-15,,
976447313,Triste y Solo,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447317,Smooth Jazz: Chillout,如果你正準備去海邊，或是去西班牙這種熱情又悠閒的國家旅行時，那你應該將這樣的音樂納入歌單內。融合歐美電音和嘻哈，爵士樂是近代 相當受年輕人歡迎的音樂，讓人舒緩壓力，是狂歡後的放鬆音樂，具有魅力且療癒的效果。,近年最受歐美年輕族群歡迎的音樂，讓人感到放鬆的沙發音樂，想要舒壓的必聽。,zh-Hant,"HK,MO,TW",24-Jun-15,,
976447332,Best of Early Samba and Bossa,森巴源自非洲土著的宗教儀式音樂，由黑人奴隸帶到巴西，再融合盛行於二十世紀初的流行與爵士元素，逐漸演變成現在歡快搖曳的森巴與慵 懶輕快的 bossa nova。本歌單結合了森巴與 bossa nova 早期重量級音樂大師 Noel Rosa、Ismael Silva、Cartola 等人的經典作品。,本歌單精選 50、60 年代巴西森巴大師的經典，帶你一窺早期森巴與 bossa nova 的樸實風貌。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447335,Having a Ball,串聯流行街頭天后 Nicki Minaj、嘻哈天才頑童 Pitbull、瑞典電子舞曲團體 Swedish House Mafia 等大牌巨星的動感舞曲，R&B、拉丁、電 子、嘻哈、搖滾等眾多音樂元素精彩大集合，挑戰聽覺極限、刺激舞動神經，熱舞派對即刻開始。,最強勁的舞曲節拍、最魅惑的性感旋律，立即啟動狂熱派對模式！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447336,Give the Drummer Some,除了銅管樂器和電風琴之外，funk 和靈魂樂最少不了的就是鼓。本歌單收錄了最考驗鼓手功力的 funk 和靈魂歌曲，當中包括 The Highlight ers Band、James Brown 和 Kool & The Gang 的作品。,精選最考驗鼓手功力的 funk 和靈魂歌曲。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447338,Bossa Nova Outside Brazil,來自巴西的 Bossa Nova 是爵士與森巴的創新融合，透過 1959 年奧斯卡最佳外語片《黑人奧爾菲》在西方世界掀起風潮。Bossa Nova 同時也 被視為一種慵懶愜意的生活風格。自 60 年代開始，西洋流行歌手紛紛將 Bossa Nova 元素融入作品中，讓 Bossa Nova 在巴西之外孕育出嶄 新風貌。從 The Doors 到夏奇拉 (Shakira) 都曾打造出具 Bossa Nova 風味的特色佳作。,一起來聽聽擁有南美慵懶氣息的 Bossa Nova 到了西洋流行樂壇幻化出的萬種風情。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447343,Saturday in the Park,本歌單上的實力派歌手唱作俱佳，從 60 年代的民謠教母 Joni Mitchell、70 年代的王牌創作歌手 Neil Diamond，到近十年來在獨立樂壇備 受矚目的加拿大樂團 Timber Timbre，這裡每一位歌手都以獨具質感的嗓音演繹原創作品，清新不造作，感情真摯而深入人心，最適合在公園 散步時聆聽。,閒來無事的假日就是要靜靜在公園聽歌放空，慰勞辛苦工作了一週的自己。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447345,Love Will Tear Us Apart,從帶有憂鬱氣息的後龐克樂隊 Joy Division、黑暗王子 Nick Cave、孤傲絕美的 The Smiths、哥德搖滾代表 The Cure，到英倫搖滾傳奇 Blu r 和 Pulp，輪番上陣唱出心碎詩篇，帶你沉入幽暗的思緒，彷彿全世界只剩下一片淡淡的憂傷。,心情有點鬱悶嗎？無論你是在懷緬與前任的甜蜜，或是感慨已逝去的浪漫，本歌單都可帶你進入憂鬱的音樂國度。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447353,Winter Music: Ambient,本歌單收錄多首極簡風格的氛圍音樂佳作，以無重拍、無停頓的編曲營造平靜音景，結合空靈迷幻的電子音樂，與弦樂或鋼琴純粹簡單的旋律 ，帶給聽眾心曠神怡之感，打造冬日美好寧靜氛圍。,空靈絕美的氛圍音樂，讓你告別冷冽冬夜的憂鬱情緒。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447354,Cool Down to Chill Out,,,zh-Hant,"HK,MO,TW",21-Jul-15,,
976447356,Rooftop Rager Mix,室內的派對太擁擠，讓你有點喘不過氣？就走上天台，搬來兩個大音箱和十來箱啤酒，找來一班好友，放著一首又一首獨立搖滾好歌，來一場 天台派對！今晚很多樂團將會為你演唱，包括來自克里夫蘭的 Cloud Nothings、溫哥華搖滾二人組 Japandroids、加州的 Wavves 等，這個晚 上保證讓你難以忘記。,望著夜空，聽著音樂，這場天台派對，不間斷的，除了手上的啤酒，還有獨立搖滾好歌！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447358,Scott Walker: The Early Originals,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447364,Jazz Songs about Food and Barbecuing,你一定和我們有相同的經驗，和朋友們一起坐在草地上，人手一瓶啤酒、嘴裡大口吃著烤肉，但好像就是少了音樂。我們似乎不會將爵士樂和 BBQ 畫上等號，但本歌單就是為你精選了與美食相關的經典好歌。無論你是在沙灘、後院或公園，任何享用戶外美食的地方，播這張爵士樂就 對了！,除了來一杯冰涼的啤酒，別忘了來點與烤肉最絕配的爵士樂。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447366,Tearjerkers,本歌單收錄多首唱進你心坎裡的情歌，讓你在午夜夢迴時還能在耳邊聽到它們的旋律。多位人氣歌手如 Adele、Stevie Wonder、Whitney Hous ton、Alicia Keys 等都收錄在內。傷心難過時不妨播放這張歌單，讓音樂輕輕撫慰你受傷的心靈。療傷過後，又是新的一天。,本歌單收錄多首賺人熱淚的 R&B 歌曲，從 Alicia Keys 到 Boyz II Men，首首催淚。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447374,Dreaming For Days,訊息多到讀不完，叫人煩厭，工作沒止沒盡，令人崩潰。離不開，逃不掉，放空自己，談何容易？本歌單集結了 Damon Albarn、BANKS、Massi ve Attack、The War On Drugs 等人的作品，用他們的歌聲為生活短暫留白，其實一點也不奢侈。,按下播放鍵，讓這些歌為生活留一片空間吧。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447379,"Time of Your Life: Wedding Party, Vol. 2",正在籌備婚宴，卻又不知道該選擇什麼歌曲？本歌單收錄大多賓客都會喜歡的婚宴曲目，耳熟能詳、老少皆宜，讓你輕鬆營造溫馨熱鬧的派對 氛圍。讓流行組合 Maroon 5、經典瑞典團體 ABBA、流行天王 Michael Jackson 等巨星為現場炒熱氣氛！,想炒熱婚宴派對的氣氛？這張歌單肯定幫到你！,zh-Hant,"HK,MO,TW",21-Jun-15,,
976447383,1980s One-Hit Wonders,蘇格蘭搖滾樂團 In a Big Country、美國流行歌手 Shannon、澳洲另類搖滾樂團 The Church、英國合成器流行雙人組 Soft Cell ，可能連對 流行樂迷來說都是陌生的名字，但也許都曾聽過他們的招牌歌。80 年代出現許多以紅極一時的一曲歌星。本歌單集結他們的代表金曲，曲風橫 跨搖滾、龐克、迪斯可等多元風格，重現 80 年代迷人風采。,一曲歌星，你可能未聞其名，但聞其歌。要在瞬息萬變的流行音樂史上留名，有時只要一首金曲就足夠。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447388,Better Off Alone,音樂不僅是最好的催淚劑，更是最好的療傷藥。無數音樂人譜寫出如同你我面對傷心痛苦時的感受，拿個舒服的枕頭，調整好位置，今天就好 好讓音樂來陪伴你吧。聽聽我們為你精選的歌單，你會發現原來這世界上還有這麼多了解你的人。,分手後難熬的日子， 就讓這張歌單為你失戀的心療傷。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447390,60s Soul Picnic,Wilson Pickett 這位入列美國搖滾名人堂的靈魂樂歌手總是狂放地演唱帶有 funk 節奏的美國南部靈魂樂。Dionne Warwick 則用如絲綢般的 嗓音，在靈魂樂中融入流行與 R&B 的元素。若你要為派對添加懷舊風情，這張歌單會是你最好的選擇。,懷舊派對上，食物和汽球都已經準備就緒。音樂就交給我們吧！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447393,Glory Days! A BBQ playlist,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447395,Stuyvesant Ave Block Party,聽著這張歌單，彷彿回到 1989 年夏天在布魯克林史岱文森大道街的派對上。這張歌單精選了包括饒舌歌手 Big Daddy Kane、葛萊美獎得主 D e La Soul、天后 Janet Jackson 等明星的音樂，跟著他們的歌聲舉辦一場迷人的 80 年代復古派對吧！,聽著紐約史岱文森大道的街頭派對歌單，放鬆心情一起狂歡吧！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447398,Songs for a Hometown Victory,想尋找像 Queen 樂團的《We Will Rock You》和《We Are the Champions》這樣振奮人心的勝利之歌嗎？本歌單收錄的歌曲首首令你想要振臂 高呼，歡慶勝利的到來。除了 Queen 之外，Journey、Flo Rida、Madonna、Katy Perry 等巨星天團的超強能量絕對會令你血脈沸騰。,你喜歡的足球、棒球、籃球隊剛剛勝了漂亮一仗？除了啤酒之外，你還需要這張歌單陪你慶祝！,zh-Hant,"HK,MO,TW",21-Jun-15,,
976447402,Blue Moods: Saxophone,Saxphone 由比利時設計師 Adolphe Sax 發明，傳入美國後，成為藍調和爵士的代表樂器。同時具備木管樂器的細膩靈活，和銅管樂器的爆發 力與燦爛音色，其寬廣音域與高靈活性賦予爵士樂手豐富的表達和即興空間。本歌單收錄 John Coltrane、Stan Getz、Ben Webster、Paul De smond 等重量級薩克斯風手的作品，悠揚吹奏出一個個情感細膩而高潮迭起的深刻故事。,薩克斯風是爵士的特色樂器，為爵士注入自由即興的色彩與豐富的音樂表情。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447407,Afternoon BBQ Mix,午後的 BBQ 派對，邀請三五好友來到庭院，曬曬太陽補充維他命 D，讓微風盡情吹拂微微發燙的臉頰。自家醃漬的烤肉，搭配沁涼的香檳，跟 著 Laura Nyro、The Beach Boys 等人輕鬆愜意的歌曲搖擺跳舞，真是人生一大樂事。,集合了搖滾、流行、鄉村、靈魂樂等曲風，是你午後烤肉派對的最佳配樂。,zh-Hant,"HK,MO,TW",21-Jun-15,,
976447412,Billy Joel: Breakup Songs,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447414,This Computer Will Never Leave You,從電腦創作出來的音樂，早已與你的生活息息相關。,從電腦創作出來的音樂，早已與你的生活息息相關。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447416,Cry Me a River: Best Torch Songs,舒緩的爵士節奏與觸動人心的銷魂旋律，讓你卸下心防，聆聽爵士女伶輕柔訴說私密心事，將失落的愛情化作最美紀念。本歌單收錄法國國寶 級女歌手伊迪絲琵雅芙、爵士傳奇女伶比莉哈樂黛、「上帝的禮物」Sarah Vaughan 等人的經典感傷戀歌。,時而感性、時而憂傷的爵士女聲深情詮釋多首經典感傷戀歌，紀念每段刻骨銘心的心碎戀曲。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447417,Now She's Gone: Americana Breakup Songs,愛情路上並非總是一帆風順，當曾經朝夕相對的另一半走出你的世界，無法避免的是心痛與打擊。聽聽葛萊美獎得主 Patty Griffin、著名女 詩人歌手 Gillian Welch、傳奇歌手 Steve Earle 等人用輕快的鄉村小調為你打氣，一掃心中陰霾。,失戀的痛苦無法避免，但我們能夠藉由優美的美國民俗音樂稍稍撫慰受傷的心。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447418,Jukebox Hits: Country Cheatin' Songs,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447430,Summer Sadness,憂傷的夏天，被微風吹過的一瞬間，只剩下寂寞。此時此刻，你需要輕柔溫婉的音樂來安撫這份憂傷。天空像甚麼，愛情像甚麼也不用管了， 讓心思隨著音樂一起漂流，傷感隨著歌詞消散，逃離現實，在音樂中放空。,讓輕柔溫婉的音樂洗去夏夜的憂傷，讓心思隨著音樂一起漂流。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447433,Carnaval,帶著嘉年華慶典狂歡氣息的森巴及其他拉丁舞曲。,帶著嘉年華慶典狂歡氣息的森巴及其他拉丁舞曲。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447434,Get Ready for This,生活忙碌的你，時間不夠用，精力也亮起紅燈？你需要一些上乘的節奏旋律幫你注入能量。這張歌單為你挑選 Katy Perry、Pharrell、Aloe B lacc、Avicii 等巨星的經典作品，輕快明亮，讓你輕鬆尋回活力。,要繼續在生活中衝鋒陷陣？這些充滿正能量的好歌讓你更有勇氣面對挑戰。,zh-Hant,"HK,MO,TW",21-Jun-15,,
976447435,Best of Dream Pop,夢幻流行樂是獨立音樂中的朦朧派，起源於 Cocteau Twins、This Mortal Coil 等迷濛的聲音，他們有獨特的質感與氛圍。後來因為電影《Lo st in Translation》，夢幻流行樂得以在當代重生，引發出如 Beach House 等新一代的樂團出現。這個歌單搜羅了自 80 年代以來的夢幻流 行樂經典。,夢幻流行樂是獨立音樂流派中的朦朧派，有著他們獨特的混響、質感與氛圍的運用方式。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447439,I Just Want to Celebrate,朋友生日、考上理想的學校、工作升遷⋯⋯有太多場合值得紀念，想要好好慶祝一番嗎？跟著 Aerosmith、Kiss 等經典樂隊的作品一起大聲唱 ，讓音樂陪伴你一起為這個特別日子留下美好的回憶。,適用任何喜慶場合的完美歌單,zh-Hant,"HK,MO,TW",21-Jun-15,,
976447444,D-I-V-O-R-C-E: Best Country Divorce Songs,聽起來很戲劇化的離婚劇碼，其實無時無刻都在現實生活中上演。常以愛情為主題的鄉村音樂，也不乏以離婚和分手為主題的歌曲，每一首歌 的背後都有一段刻骨銘心的故事，傷心的、離奇的、憤怒的，五味雜陳，絕對不比連續劇遜色。,以離婚為主題的鄉村歌曲竟然多到可以集結成一張歌單？,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447445,Songs for a Blue Day,正所謂人生不如意事十常八九，有些難過的日子是正常的。在憂鬱的時候，除了可向家人或親密好友訴說排解外，當你一人獨處時，也可聽著 這份療癒歌單，讓 The Smiths、Fleetwood Mac、R.E.M. 以及 Bon Iver 的歌曲幫你解悶，並且帶來正面能量。,心情不好時，聽聽這些歌曲來紓解鬱悶的情緒，聽了就有好心情。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447475,Sad Texas Country Songs,悲傷的歌曲總是能深深牽引著聽者的情緒。當你想藉著音樂抒發愁緒時，不妨聽聽 Bruce Robison、Jack Ingram、Radney Foster 等德州鄉村 歌手用極具感染力的嗓音唱出令人心碎的歌曲。,就像坐在你身邊訴說心事一樣，德州的鄉村歌曲為你唱出一首首心碎的故事。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447477,CTI Records: Smooth Jazz,CTI 唱片成立於 1967 年，由極具影響力的爵士製作人 Creed Taylor 一手創辦。CTI 唱片很快就打響了名堂，全因旗下巨星如雲，Freddie H ubbard、George Benson 和 Grover Washington Jr. 等人都曾透過 CTI 發片。,CTI 唱片曾發行過眾多時尚爵士 (smooth jazz) 的經典名作，爵士樂迷不容錯過。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447479,From On to Off: An Indie Breakup Mix,分手的痛苦，你和她或他都可能經歷過，愛一個人，就如上一堂人生的課。此刻你需要的不是給那個人不停發訊息，而是整理情緒重新出發。 讓 Joni Mitchell、Massive Attack、Billie Holiday 等人的歌為你解脫。,讓這些獨立好歌為你消除悲傷。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447481,A Silly Little Thing Called Love,愛情，叫人又愛又恨。有時候可以簡單直接、甜蜜滿溢，有時候卻讓人心神不定、魂牽夢縈。本歌單收錄了 Beyoncé、Mary J. Blige、Amy Wi nehouse 等 R&B 歌后的作品，齊來聽她們唱出女人在情路上的心聲。,一眾歐美 R&B 歌姬唱出愛情的主題曲。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447482,TGIF! Friday Anthems,終於等到週五晚上，是浪漫是狂歡是孤單，悉隨尊便。辦公室政治、煩人老闆、做不完的工作，等到下星期一再想好了！本歌單收錄的歌，在 星期五下班後才能發揮最大作用，讓 One Direction、Ed Sheeran、Selena Gomez 陪你揭開週末的序幕。若還能有一支冰凍啤酒，這個週五晚 上也真的太完美了！,週五晚上，跟辦公室說聲再見，隨這些奔放歌聲慶祝自由！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447490,Intro to Teebs,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
